"AnimalID","Sire","Dam","shell_color","poolID","famID","ABT","WW","ABT_t","gender","ABT_t_converted"
"HU_D394","JF_sire","C27_dam",1,7,"fam_65",28.93,63.17,-0.3596,2,-0.365191915243078
"HU_D413","175_D_sire","175_4_dam",1,3,"fam_67",28.43,32.51,-0.738,2,-0.746419550630255
"HU_D478","175_D_sire","175_4_dam",1,3,"fam_67",29.62,32.29,0.182,1,0.178563756979462
"HU_D505","175_D_sire","175_4_dam",1,7,"fam_67",28.69,54.05,-0.5219,1,-0.528526790051901
"HU_D511","175_D_sire","175_4_dam",1,7,"fam_67",29,52,-0.3029,2,-0.308158428474715
"HU_D598","175_D_sire","175_4_dam",1,7,"fam_67",29.03,54.12,-0.2842,1,-0.289376869509997
"HU_D625","1730_D_sire","1730_4_dam",1,3,"fam_77",27.43,35.71,-1.5987,2,-1.62810235300118
"HU_D644","1730_D_sire","1730_4_dam",1,3,"fam_77",29.6,61.85,0.1698,2,0.166409885517638
"HU_D649","1730_D_sire","1730_4_dam",1,3,"fam_77",29.33,61.34,-0.0896,1,-0.0939369576464575
"HU_D681","1730_D_sire","1730_4_dam",1,3,"fam_77",31.61,25.65,1.7079,2,1.70830578835784
"HU_D682","1730_D_sire","1730_4_dam",1,3,"fam_77",29.16,36.16,-0.2083,1,-0.213149711736448
"HU_D706","1730_D_sire","1730_4_dam",1,7,"fam_77",29.45,35.48,0.0338,1,0.0299403198247677
"HU_D709","1730_D_sire","1730_4_dam",1,7,"fam_77",27.64,42.55,-1.3768,1,-1.39697735077263
"HU_D740","1730_D_sire","1730_4_dam",1,7,"fam_77",27.22,56.28,-1.8757,2,-1.92571373926324
"HU_D753","1730_D_sire","1730_4_dam",1,7,"fam_77",32,79.64,2.3687,2,2.37569523050188
"HU_D791","1730_D_sire","1730_4_dam",1,7,"fam_77",30.1,71.39,0.506,1,0.503447501834221
"HU_D805","1730_C_sire","1730_3_dam",1,3,"fam_81",29.8,41.21,0.3029,1,0.299798040345134
"HU_D825","1730_C_sire","1730_3_dam",1,3,"fam_81",31.7,35.67,1.7616,2,1.76225941447673
"HU_D853","1730_C_sire","1730_3_dam",1,3,"fam_81",29.32,46.02,-0.0956,1,-0.0999523367853044
"HU_D865","1730_C_sire","1730_3_dam",1,4,"fam_81",31.01,40.17,1.2074,1,1.20628659023402
"HU_D901","1730_C_sire","1730_3_dam",1,7,"fam_81",29.98,62.66,0.4262,1,0.423439648632502
"HU_D905","1730_C_sire","1730_3_dam",1,7,"fam_81",29.07,43.35,-0.2615,1,-0.266558752913145
"HU_D909","1730_C_sire","1730_3_dam",1,7,"fam_81",27.13,35.55,-1.9635,1,-2.02377186273453
"HU_D931","1730_C_sire","1730_3_dam",1,7,"fam_81",30.39,71.88,0.775,2,0.773053961585312
"HU_D937","1730_C_sire","1730_3_dam",1,7,"fam_81",30.47,44.15,0.8215,2,0.819641721157849
"HU_D947","1730_C_sire","1730_3_dam",1,7,"fam_81",30.36,28.04,0.7406,2,0.738532240583601
"HU_D951","1730_C_sire","1730_3_dam",1,7,"fam_81",31.05,50.36,1.2282,2,1.22720587213451
"HU_D981","1730_C_sire","1730_3_dam",1,7,"fam_81",29.98,69.5,0.4262,1,0.423439648632502
"HU_E121","CB_sire","D06_dam",1,4,"fam_16",27.64,61.82,-1.3768,1,-1.39697735077263
"HU_E206","CD_sire","C08_dam",1,4,"fam_90",28.29,49.18,-0.8412,1,-0.850756809119169
"HU_E232","CD_sire","C08_dam",1,4,"fam_90",31.12,49.42,1.2943,1,1.29343725329641
"HU_E285","CD_sire","C08_dam",1,4,"fam_90",29.31,41.36,-0.1016,2,-0.105971334886859
"HU_E287","CD_sire","C08_dam",1,4,"fam_90",30.5,54.11,0.844,1,0.842190145951803
"HU_E288","CD_sire","C08_dam",1,4,"fam_90",30.94,39.33,1.187,2,1.18588228541607
"HU_E339","CD_sire","C08_dam",1,4,"fam_90",28.79,52.03,-0.4657,1,-0.471977743097395
"HU_E365","CD_sire","C08_dam",1,4,"fam_90",28.72,45.98,-0.5015,1,-0.507983423733912
"HU_E387","CD_sire","C08_dam",1,4,"fam_90",27.3,31.1,-1.7341,1,-1.77176773209635
"HU_E425","GG04_sire","HH03_dam",1,4,"fam_96",30.07,38.62,0.4902,1,0.487652251281942
"HU_E502","GG04_sire","HH03_dam",1,4,"fam_96",27.53,28.25,-1.4876,2,-1.5118451969964
"HU_E543","GG04_sire","HH03_dam",1,4,"fam_96",29.16,20.08,-0.2083,1,-0.213149711736448
"HU_E627","NA_sire","R02_dam",1,4,"fam_102",30.73,21,1.0358,1,1.03438671185319
"HU_E651","NA_sire","R02_dam",1,4,"fam_102",28.23,42.16,-0.9113,1,-0.921694599949613
"HU_E670","NA_sire","R02_dam",1,4,"fam_102",30.39,31.36,0.775,1,0.773053961585312
"HU_E800","NA_sire","R03_dam",1,4,"fam_103",29.41,41.57,-0.004,2,-0.00798297738332359
"HU_E827","NA_sire","R03_dam",1,4,"fam_103",28.76,22.75,-0.4813,1,-0.487652251281942
"HU_E860","NA_sire","R03_dam",1,4,"fam_103",28.98,46.75,-0.3112,2,-0.316540411699714
"LA_K182","NB_sire","N16_dam",1,7,"fam_87",29.7,82.29,0.2348,2,0.231561026772881
"LA_K285","NB_sire","N16_dam",1,7,"fam_87",28.61,85.56,-0.5821,1,-0.589191998573403
"LA_K435","NB_sire","N16_dam",1,4,"fam_87",31.88,47.78,2.0214,1,2.02377186273453
"LA_K510","CD_sire","J11_dam",1,2,"fam_26",32,48.17,2.3687,2,2.37569523050188
"LA_K520","CD_sire","J11_dam",1,2,"fam_26",30.93,50.22,1.175,1,1.17387309673084
"LA_K630","CD_sire","J11_dam",1,7,"fam_26",30.71,40.54,1.0123,1,1.01082141652608
"LA_K666","CD_sire","J11_dam",1,7,"fam_26",29.64,47.38,0.1941,2,0.190744063630301
"LA_K761","CD_sire","J11_dam",1,7,"fam_26",29.51,73.14,0.0876,1,0.0839187659629912
"LA_K777","CD_sire","J11_dam",1,7,"fam_26",27.09,37.72,-2.087,2,-2.16673878989022
"LA_K816","CD_sire","J11_dam",1,2,"fam_26",30.06,54.45,0.4746,2,0.471977743097395
"LA_K840","CD_sire","J11_dam",1,7,"fam_0",29.68,0,0.2185,1,0.215191735139086
"LA_K844","CD_sire","J11_dam",1,7,"fam_26",30.03,73.66,0.4591,2,0.456418351130062
"LA_K886","CD_sire","J11_dam",1,7,"fam_26",30.16,34.38,0.531,1,0.528526790051901
"LA_L040","CB_sire","D20_dam",1,2,"fam_71",30.19,36.97,0.568,2,0.56561423191122
"LA_L134","CB_sire","D20_dam",1,7,"fam_71",32,74.72,2.3687,1,2.37569523050188
"LA_L173","CB_sire","D20_dam",1,7,"fam_71",29.49,66.04,0.0736,2,0.069907208113003
"LA_L326","CC_sire","Y23_dam",1,2,"fam_73",29.58,33.33,0.1437,1,0.140158156403418
"LA_L388","CC_sire","Y23_dam",1,2,"fam_0",30.18,0,0.5425,1,0.540036335334635
"LA_L493","CC_sire","Y23_dam",1,7,"fam_73",29.34,68.73,-0.0816,2,-0.0859216984577101
"LA_L511","CC_sire","Y23_dam",1,2,"fam_73",29.06,34.67,-0.2718,2,-0.276912708907181
"LA_L555","CC_sire","Y23_dam",1,2,"fam_73",27.04,35.98,-2.337,1,-2.49098768535023
"LA_L562","CC_sire","Y23_dam",1,2,"fam_73",30.26,31.41,0.6642,2,0.662014727093417
"LA_L572","CC_sire","Y23_dam",1,2,"fam_73",29.75,27.83,0.2676,1,0.264491421885528
"LA_L665","GG05_sire","HH13_dam",1,2,"fam_93",29.99,24.72,0.4349,1,0.432187566137413
"LA_L670","GG05_sire","HH13_dam",1,2,"fam_93",29.77,22.24,0.28,2,0.276912708907181
"LA_L701","GG05_sire","HH13_dam",1,7,"fam_93",30.36,54.05,0.7406,1,0.738532240583601
"LA_L733","GG05_sire","HH13_dam",1,7,"fam_93",31.4,57.79,1.464,2,1.46356770505629
"LA_L745","GG05_sire","HH13_dam",1,7,"fam_93",31.08,40.23,1.2584,2,1.25742791547378
"LA_L791","GG05_sire","HH13_dam",1,7,"fam_93",29.61,18.23,0.1739,1,0.170458356747895
"LA_L806","GG05_sire","HH13_dam",1,2,"fam_93",27.43,18.92,-1.5987,1,-1.62810235300118
"LA_L881","GG05_sire","HH13_dam",1,7,"fam_93",30.35,73.77,0.7302,2,0.728086708652433
"LA_M037","GG05_sire","GG09_dam",1,2,"fam_100",30.06,39.44,0.4746,2,0.471977743097395
"LA_M142","GG05_sire","GG09_dam",1,7,"fam_100",28.4,57.44,-0.767,2,-0.775747497592327
"LA_M342","GG04_sire","GG03_dam",1,2,"fam_101",31.83,37.94,1.9369,2,1.93861881575806
"LA_M346","GG04_sire","GG03_dam",1,2,"fam_101",31.8,30.55,1.8422,2,1.84329038515785
"LA_M354","GG04_sire","GG03_dam",1,2,"fam_101",29.72,43.87,0.2491,1,0.245935084705768
"LA_M392","GG04_sire","GG03_dam",1,2,"fam_101",29.52,57.85,0.1016,2,0.0979468192684425
"LA_M411","GG04_sire","GG03_dam",1,7,"fam_101",31.29,52.35,1.3819,2,1.38126514089974
"LA_M418","GG04_sire","GG03_dam",1,7,"fam_101",28.92,59.49,-0.3745,2,-0.380166727371964
"LA_M455","GG04_sire","GG03_dam",1,7,"fam_101",28.21,72.01,-0.9264,2,-0.93706307335426
"LA_M511","GG04_sire","GG03_dam",1,2,"fam_101",31.6,50.05,1.6746,1,1.67492450694208
"LA_M593","GG04_sire","GG03_dam",1,7,"fam_101",31.02,73.91,1.2157,1,1.21459055495733
"LA_N035","NC_sire","R09_dam",1,2,"fam_106",29.75,46.31,0.2676,2,0.264491421885528
"LA_N084","NC_sire","R09_dam",1,2,"fam_106",29.54,55.2,0.1156,1,0.111994174639077
"LA_N136","NC_sire","R09_dam",1,7,"fam_106",29.14,71.8,-0.2185,1,-0.223368899269238
"LA_N203","NC_sire","R09_dam",1,2,"fam_106",28.93,18.72,-0.3596,1,-0.365191915243078
"LA_N204","NC_sire","R09_dam",1,2,"fam_106",28.76,22.91,-0.4813,2,-0.487652251281942
"LA_N208","NC_sire","R09_dam",1,2,"fam_106",30.07,46.33,0.4902,1,0.487652251281942
"LA_N214","NC_sire","R09_dam",1,2,"fam_106",28.45,40.98,-0.7044,2,-0.71256552742236
"LA_N232","NC_sire","R09_dam",1,7,"fam_106",27.85,53.79,-1.2074,2,-1.22297912833447
"LA_N233","NC_sire","R09_dam",1,7,"fam_106",30.18,55.62,0.5425,1,0.540036335334635
"LA_N238","NC_sire","R09_dam",1,7,"fam_106",27.04,56.67,-2.337,2,-2.49098768535023
"LA_N251","NC_sire","R09_dam",1,2,"fam_106",30.32,14.26,0.707,1,0.704869070467878
"LA_N288","NC_sire","R09_dam",1,7,"fam_106",28.18,54.73,-0.9797,1,-0.991060475917727
"LA_N359","NC_sire","R08_dam",1,2,"fam_107",29.62,38.81,0.182,1,0.178563756979462
"LA_N360","NC_sire","R08_dam",1,2,"fam_107",28.28,32.18,-0.8526,1,-0.862277135207436
"LA_N383","NC_sire","R08_dam",1,2,"fam_107",30.04,46.1,0.4657,2,0.46307291711285
"LA_N414","NC_sire","R08_dam",1,7,"fam_107",29.39,47.04,-0.0298,2,-0.03393380488167
"LA_N473","NC_sire","R08_dam",1,7,"fam_107",28.94,74.94,-0.3406,1,-0.346057685439508
"LA_N520","NC_sire","R08_dam",1,2,"fam_107",27.72,36.24,-1.3036,2,-1.32158694642802
"LA_N539","NC_sire","R08_dam",1,2,"fam_107",28.19,19.62,-0.9574,1,-0.968484316887792
"LA_N541","NC_sire","R08_dam",1,2,"fam_107",31.36,45.75,1.419,2,1.41847903457261
"LA_N600","NA_sire","R13_dam",1,2,"fam_111",29.97,28.31,0.4153,2,0.412550047581939
"LA_N618","NA_sire","R13_dam",1,2,"fam_111",30.22,22.52,0.6082,2,0.605892730137948
"LA_N624","NA_sire","R13_dam",1,2,"fam_111",30.59,27.2,0.9143,2,0.91257716583047
"LA_N659","NA_sire","R13_dam",1,2,"fam_111",30.24,35.76,0.6348,1,0.632484913239043
"LA_N683","NA_sire","R13_dam",1,2,"fam_111",28.57,19.7,-0.5963,2,-0.603496649222428
"LA_N709","NA_sire","R13_dam",1,7,"fam_111",29.24,26.1,-0.1598,2,-0.164386676392282
"LA_N750","NA_sire","R13_dam",1,7,"fam_111",27.84,49.33,-1.224,2,-1.24001957790985
"LA_N751","NA_sire","R13_dam",1,7,"fam_111",29.18,38.39,-0.1961,1,-0.200915904614058
"LA_N762","NA_sire","R13_dam",1,7,"fam_111",29.27,54.41,-0.1336,1,-0.138143017608229
"LA_N771","NA_sire","R13_dam",1,7,"fam_111",27.96,42.35,-1.1064,1,-1.11994112101445
"LA_N774","NA_sire","R13_dam",1,7,"fam_0",27.97,0,-1.0991,2,-1.11249921641449
"LA_N793","NA_sire","R13_dam",1,7,"fam_111",30.02,33.38,0.4503,2,0.447576870646752
"LA_N800","NA_sire","R13_dam",1,2,"fam_111",29.13,33.08,-0.2246,1,-0.229511559029543
"LA_N817","NA_sire","R13_dam",1,2,"fam_111",29.7,50.45,0.2348,2,0.231561026772881
"LA_N857","NA_sire","R13_dam",1,2,"fam_111",29.67,35.18,0.2103,2,0.207028934990035
"LA_N858","NA_sire","R13_dam",1,2,"fam_111",29.27,23.74,-0.1336,1,-0.138143017608229
"LA_N875","NA_sire","R13_dam",1,7,"fam_0",29.59,0,0.1578,2,0.154280546851203
"LA_N889","NA_sire","R13_dam",1,7,"fam_111",30.24,34.55,0.6348,1,0.632484913239043
"LV_Q300","RR07_sire","RR33_dam",1,2,"fam_11",29.68,39.5,0.2185,1,0.215191735139086
"LV_Q506","RR07_sire","RR33_dam",1,2,"fam_11",29.02,35.77,-0.2904,2,-0.295625727631307
"LV_Q510","RR07_sire","RR33_dam",1,2,"fam_11",28.19,30.81,-0.9574,1,-0.968484316887792
"LV_Q528","RR07_sire","RR33_dam",1,7,"fam_11",28.93,29.14,-0.3596,2,-0.365191915243078
"LV_Q565","RR07_sire","RR33_dam",1,2,"fam_11",30.46,26.28,0.8132,1,0.811292959542069
"LV_Q624","RR05_sire","RR22_dam",1,2,"fam_12",29.45,38.05,0.0338,2,0.0299403198247677
"LV_Q643","RR05_sire","RR22_dam",1,2,"fam_12",29.96,24.16,0.4067,1,0.403873515928549
"LV_R106","RR08_sire","RR37_dam",1,7,"fam_15",28.19,57.4,-0.9574,1,-0.968484316887792
"LV_R182","RR08_sire","RR37_dam",1,7,"fam_15",27.95,32.81,-1.1249,2,-1.13882280010492
"LV_R202","RR08_sire","RR37_dam",1,2,"fam_15",29.81,37.59,0.3154,1,0.312346676983296
"LV_R288","RR08_sire","RR37_dam",1,7,"fam_15",30.67,78.41,0.9701,1,0.968484316887792
"LV_R514","RR09_sire","RR41_dam",1,2,"fam_20",27.48,43.72,-1.5441,2,-1.57074437098024
"LV_R616","RR11_sire","RR52_dam",1,2,"fam_21",29.92,38.24,0.3766,2,0.373738705143207
"LV_R629","RR11_sire","RR52_dam",1,2,"fam_21",30.68,56.68,0.9797,1,0.978098766834324
"LV_R632","RR11_sire","RR52_dam",1,2,"fam_21",28.88,48.19,-0.4002,1,-0.406039774612735
"LV_R643","RR11_sire","RR52_dam",1,2,"fam_0",27.85,0,-1.2074,2,-1.22297912833447
"LV_R710","RR11_sire","RR52_dam",1,7,"fam_21",29.5,46.03,0.0816,2,0.0779119555449757
"LV_R732","RR11_sire","RR52_dam",1,7,"fam_21",30.49,66.34,0.8327,2,0.830863128029929
"LV_R735","RR11_sire","RR52_dam",1,7,"fam_21",29.8,77.31,0.3029,1,0.299798040345134
"LV_R769","RR11_sire","RR52_dam",1,7,"fam_21",30.6,34.38,0.9264,2,0.92475081306484
"LV_R775","RR11_sire","RR52_dam",1,7,"fam_21",31.23,66.82,1.3368,2,1.3360630608901
"LV_R845","RR11_sire","RR52_dam",1,7,"fam_21",29.79,78.71,0.2883,1,0.28521724791614
"LV_R872","RR11_sire","RR52_dam",1,4,"fam_21",30.1,28.08,0.506,2,0.503447501834221
"LV_S469","RC_sire","N07_dam",1,4,"fam_0",29.37,0,-0.0617,2,-0.065906545576651
"LV_S474","RC_sire","N07_dam",1,7,"fam_34",28.4,58.18,-0.767,2,-0.775747497592327
"LV_S479","RC_sire","N07_dam",1,7,"fam_34",27.29,62.51,-1.771,1,-1.81149867317303
"LV_S669","RB_sire","N06_dam",1,2,"fam_0",29.56,0,0.1236,1,0.120030990286358
"LV_S691","RB_sire","N06_dam",1,2,"fam_35",29.18,32.95,-0.1961,2,-0.200915904614058
"LV_T344","JB_sire","C05_dam",1,2,"fam_45",27.58,42.18,-1.4245,1,-1.44631392439828
"LV_T351","JB_sire","C05_dam",1,2,"fam_45",30.74,51.32,1.0565,2,1.05505258875721
"LV_T359","JB_sire","C05_dam",1,2,"fam_45",31.07,24.64,1.241,2,1.24001957790985
"LV_T382","JB_sire","C05_dam",1,2,"fam_45",28.75,32.7,-0.4902,1,-0.49666295292613
"LV_T423","JB_sire","C05_dam",1,7,"fam_45",29.7,53.69,0.2348,1,0.231561026772881
"LV_T456","JB_sire","C05_dam",1,7,"fam_45",28.18,46.08,-0.9797,1,-0.991060475917727
"LV_T659","YA_sire","C15_dam",1,2,"fam_0",31.92,0,2.0531,1,2.05572617763887
"LV_T748","YA_sire","C15_dam",1,7,"fam_50",29.76,53.45,0.2759,2,0.272767625684121
"LV_T795","YA_sire","C15_dam",1,7,"fam_50",29.45,69.38,0.0338,2,0.0299403198247677
"LV_T829","YA_sire","C15_dam",1,7,"fam_50",29.24,61.75,-0.1598,2,-0.164386676392282
"LV_T837","YA_sire","C15_dam",1,7,"fam_50",29.24,69.23,-0.1598,2,-0.164386676392282
"LV_T841","YA_sire","C15_dam",1,7,"fam_50",30.15,64.96,0.5242,2,0.521654617439191
"LV_T846","YA_sire","C15_dam",1,7,"fam_0",29.93,0,0.3873,2,0.384460802559278
"LV_T852","YA_sire","C15_dam",1,4,"fam_50",29.01,47.89,-0.2966,1,-0.301886150894337
"LV_T866","YA_sire","C15_dam",1,4,"fam_50",30.41,39.21,0.794,2,0.792028687748839
"LV_U007","102_D_sire","102_4_dam",1,2,"fam_52",31.36,43.63,1.419,1,1.41847903457261
"LV_U041","102_D_sire","102_4_dam",1,2,"fam_52",29.83,31.03,0.3321,1,0.329155420282307
"LV_U051","102_D_sire","102_4_dam",1,2,"fam_52",30.49,29.48,0.8327,2,0.830863128029929
"LV_U079","102_D_sire","102_4_dam",1,2,"fam_52",31.14,19.92,1.3036,1,1.30270598131748
"LV_U153","102_D_sire","102_4_dam",1,7,"fam_52",27.88,66.48,-1.179,1,-1.19398438453753
"LV_U176","102_D_sire","102_4_dam",1,7,"fam_52",28.31,46.78,-0.8187,2,-0.828048008175037
"LV_U204","102_D_sire","102_4_dam",1,4,"fam_52",31.56,42.29,1.5708,2,1.57074437098024
"LV_U236","102_D_sire","102_4_dam",1,7,"fam_52",29.1,59.63,-0.243,2,-0.247992606407835
"LV_U252","102_D_sire","102_4_dam",1,4,"fam_52",30.21,30.57,0.5963,1,0.593946688110712
"LV_U272","102_D_sire","102_4_dam",1,4,"fam_52",27.99,25.13,-1.0775,1,-1.09053463077408
"LV_U282","102_D_sire","102_4_dam",1,7,"fam_0",29.25,0,-0.1477,1,-0.152261243422404
"LV_U336","009_D_sire","009_4_dam",1,2,"fam_62",28.02,44.43,-1.0461,2,-1.05854089423673
"LV_U382","009_D_sire","009_4_dam",1,2,"fam_62",31.81,44.61,1.8757,2,1.87706231130567
"LV_U413","009_D_sire","009_4_dam",1,7,"fam_0",30.73,0,1.0358,2,1.03438671185319
"LV_U424","009_D_sire","009_4_dam",1,7,"fam_62",27.67,0,-1.3615,1,-1.38126514089974
"LV_U439","009_D_sire","009_4_dam",1,7,"fam_62",28.54,72.16,-0.6154,1,-0.622764195054534
"LV_U441","009_D_sire","009_4_dam",1,7,"fam_62",27.23,70.95,-1.8422,2,-1.88881070795617
"LV_U444","009_D_sire","009_4_dam",1,7,"fam_62",29.57,85.85,0.1336,1,0.130087985803812
"LV_U447","009_D_sire","009_4_dam",1,7,"fam_62",27.56,54.06,-1.4411,2,-1.46356770505629
"LV_U448","009_D_sire","009_4_dam",1,7,"fam_62",28.51,68.77,-0.6494,2,-0.657053531003305
"LV_U454","009_D_sire","009_4_dam",1,7,"fam_62",29.43,63.44,0.008,2,0.00399145689562563
"LV_U455","009_D_sire","009_4_dam",1,7,"fam_62",29.8,73.06,0.3029,1,0.299798040345134
"LV_U457","009_D_sire","009_4_dam",1,7,"fam_62",29.37,21.2,-0.0617,2,-0.065906545576651
"LV_U517","009_D_sire","009_4_dam",1,4,"fam_62",30.32,49.46,0.707,1,0.704869070467878
"LV_U527","009_D_sire","009_4_dam",1,7,"fam_62",28.61,70.98,-0.5821,2,-0.589191998573403
"LV_U539","009_D_sire","009_4_dam",1,7,"fam_62",29.68,71.77,0.2185,1,0.215191735139086
"LV_U547","009_D_sire","009_4_dam",1,7,"fam_62",28.23,72.83,-0.9113,2,-0.921694599949613
"LV_U549","009_D_sire","009_4_dam",1,7,"fam_62",28.51,80.5,-0.6494,2,-0.657053531003305
"LV_U592","009_D_sire","009_4_dam",1,7,"fam_62",29.39,49,-0.0298,2,-0.03393380488167
"LV_U597","009_D_sire","009_4_dam",1,7,"fam_62",27.44,40.86,-1.564,1,-1.59164288590439
"LV_U604","175_C_sire","175_3_dam",1,2,"fam_66",31.69,22.79,1.7431,1,1.74370701754201
"LV_U655","175_C_sire","175_3_dam",1,2,"fam_66",29.97,33.12,0.4153,1,0.412550047581939
"LV_U687","175_C_sire","175_3_dam",1,2,"fam_66",29.82,32.42,0.3237,1,0.320739720967915
"LV_U720","175_C_sire","175_3_dam",1,7,"fam_66",28.33,35.57,-0.8077,2,-0.816852476771834
"YI_F807","RR09_sire","RR44_dam",1,1,"fam_17",30.84,23.47,1.1287,2,1.12744557266742
"YI_G190","RR10_sire","RR47_dam",1,7,"fam_18",29.21,22.52,-0.184,1,-0.188712095180221
"YI_G265","RR10_sire","RR47_dam",1,7,"fam_18",26.83,38.45,-2.6384,1,-3.15730322273295
"YI_G291","RR10_sire","RR47_dam",1,7,"fam_18",29.97,39.05,0.4153,2,0.412550047581939
"YI_G307","RR10_sire","RR47_dam",1,1,"fam_18",28.35,18.57,-0.7913,2,-0.800248423689884
"YI_G508","NA_sire","N01_dam",1,1,"fam_40",30.94,26.2,1.187,1,1.18588228541607
"YI_G521","NA_sire","N01_dam",1,1,"fam_40",30.31,21.4,0.6943,1,0.692133487847842
"YI_G533","NA_sire","N01_dam",1,1,"fam_40",27.11,25.38,-2.0531,2,-2.12676648312456
"YI_G546","NA_sire","N01_dam",1,1,"fam_40",28.24,18.15,-0.8993,1,-0.909554838541739
"YI_G555","NA_sire","N01_dam",1,1,"fam_40",28.94,33.44,-0.3406,2,-0.346057685439508
"YI_G568","NA_sire","N01_dam",1,1,"fam_40",28.8,37.81,-0.4591,1,-0.465295655964844
"YI_G662","NA_sire","N01_dam",1,7,"fam_40",28.67,63.14,-0.5379,1,-0.544660173301546
"YI_G665","NA_sire","N01_dam",1,7,"fam_40",30.28,70.74,0.6767,1,0.674489750196082
"YI_G705","NA_sire","N01_dam",1,7,"fam_40",29.59,51.63,0.1578,2,0.154280546851203
"YI_G706","NA_sire","N01_dam",1,7,"fam_40",30.73,44.98,1.0358,2,1.03438671185319
"YI_G759","NA_sire","N01_dam",1,7,"fam_40",28.51,63.1,-0.6494,2,-0.657053531003305
"YI_G889","NA_sire","N01_dam",1,7,"fam_40",28.44,0,-0.725,1,-0.733299473365148
"YI_G918","NA_sire","N01_dam",1,1,"fam_40",28.54,38.61,-0.6154,2,-0.622764195054534
"YI_G937","NA_sire","N01_dam",1,4,"fam_0",29.93,0,0.3873,2,0.384460802559278
"YI_G996","NA_sire","N01_dam",1,7,"fam_40",28.67,56.82,-0.5379,1,-0.544660173301546
"YI_H027","ND_sire","N10_dam",1,1,"fam_41",29.08,33.61,-0.2512,2,-0.25623329531746
"YI_H033","ND_sire","N10_dam",1,1,"fam_41",27.07,37.53,-2.163,1,-2.25896840453922
"YI_H052","ND_sire","N10_dam",1,1,"fam_41",28.24,39.49,-0.8993,2,-0.909554838541739
"YI_H082","ND_sire","N10_dam",1,1,"fam_41",29.38,38.96,-0.0477,1,-0.0519121084794259
"YI_H116","ND_sire","N10_dam",1,7,"fam_41",27.95,77.04,-1.1249,1,-1.13882280010492
"YI_H144","ND_sire","N10_dam",1,7,"fam_41",28.57,29.63,-0.5963,1,-0.603496649222428
"YI_H147","ND_sire","N10_dam",1,7,"fam_41",27.4,84.02,-1.6587,1,-1.69137957240162
"YI_H155","ND_sire","N10_dam",1,7,"fam_41",29.57,51.9,0.1336,2,0.130087985803812
"YI_H171","ND_sire","N10_dam",1,7,"fam_41",28.09,35.78,-1.009,1,-1.0208514148185
"YI_H189","ND_sire","N10_dam",1,7,"fam_41",30.58,70.14,0.8963,1,0.89456604772315
"YI_H307","ND_sire","N10_dam",1,1,"fam_41",32,31.66,2.3687,2,2.37569523050188
"YI_H373","ND_sire","N10_dam",1,7,"fam_0",27.05,0,-2.2062,1,-2.31340036685498
"YI_H415","ND_sire","N10_dam",1,1,"fam_41",29.84,29.72,0.3384,2,0.33548249615897
"YI_H494","ND_sire","N10_dam",1,7,"fam_41",29.27,80.34,-0.1336,1,-0.138143017608229
"YI_H791","A14096_A_sire","A14096_1_dam",1,7,"fam_54",28.45,56.69,-0.7044,1,-0.71256552742236
"YI_H873","A14096_A_sire","A14096_1_dam",1,7,"fam_54",31.31,71.29,1.3923,1,1.39170172793582
"YI_H875","A14096_A_sire","A14096_1_dam",1,7,"fam_0",27.71,0,-1.3176,2,-1.3360630608901
"YI_I092","096_D_sire","096_4_dam",1,1,"fam_56",28.82,11.58,-0.4437,2,-0.44978393586925
"YI_I243","096_D_sire","096_4_dam",1,7,"fam_56",29.65,37.72,0.2022,2,0.198879906408582
"YI_I289","096_D_sire","096_4_dam",1,7,"fam_56",27.55,59.67,-1.4582,1,-1.48126852671352
"YI_I312","096_D_sire","096_4_dam",1,1,"fam_56",28.42,33.54,-0.7458,2,-0.754353571044931
"YI_I321","096_D_sire","096_4_dam",1,1,"fam_56",28.92,48.93,-0.3745,1,-0.380166727371964
"YI_I431","096_D_sire","096_4_dam",1,4,"fam_56",28.51,10.97,-0.6494,2,-0.657053531003305
"YI_I452","096_D_sire","096_4_dam",1,7,"fam_56",27.17,35.23,-1.9369,1,-1.99375949603508
"YI_I480","096_D_sire","096_4_dam",1,7,"fam_56",28.05,51.64,-1.0291,2,-1.04122593725047
"YI_I534","096_D_sire","096_4_dam",1,1,"fam_56",28.83,29.34,-0.4284,2,-0.434379696809412
"YI_I541","096_D_sire","096_4_dam",1,1,"fam_56",29.52,32.53,0.1016,2,0.0979468192684425
"YI_I587","096_D_sire","096_4_dam",1,1,"fam_56",27.95,28.81,-1.1249,1,-1.13882280010492
"YI_I628","DC_sire","C20_dam",1,7,"fam_60",29.52,19.9,0.1016,1,0.0979468192684425
"YI_I664","DC_sire","C20_dam",1,7,"fam_0",27.24,0,-1.8106,1,-1.85431387994432
"YI_I673","DC_sire","C20_dam",1,7,"fam_60",29.44,50.23,0.0179,1,0.0139705164768653
"YI_I752","DC_sire","C20_dam",1,7,"fam_60",30.38,57.55,0.7537,2,0.751703642612019
"YI_I823","DC_sire","C20_dam",1,1,"fam_60",30.58,42.05,0.8963,1,0.89456604772315
"YI_I833","DC_sire","C20_dam",1,4,"fam_60",28.72,39.94,-0.5015,1,-0.507983423733912
"YI_I858","DC_sire","C20_dam",1,7,"fam_60",28.43,70.88,-0.738,1,-0.746419550630255
